anomaly_id,anomaly_category,anomaly_type,station_names,event_start,event_end,affected_feature,severity,affected_rows,removed_rows,added_rows,description,removed_record_json
GE_HEAT_0309,GENUINE_EVENT,REGIONAL_HEAT_EVENT,Coimbatore / Peelamedu; Thrissur; Palakkad,2021-03-08,2021-03-08,temperature_suite,high,3,0,0,"Multiple nearby stations show a coherent warming pattern with supporting humidity changes, representing a genuine regional heat event rather than an isolated sensor fault.",
GE_HEAT_0310,GENUINE_EVENT,REGIONAL_HEAT_EVENT,Sundernagar / Sundarnagar; Una; Mandi,2023-08-10,2023-08-10,temperature_suite,high,3,0,0,"Multiple nearby stations show a coherent warming pattern with supporting humidity changes, representing a genuine regional heat event rather than an isolated sensor fault.",
GE_RAIN_0311,GENUINE_EVENT,REGIONAL_RAIN_EVENT,Sundernagar / Sundarnagar; Una; Mandi,2024-09-11,2024-09-11,rainfall,high,3,0,0,"Multiple nearby stations show a coherent rainfall increase with supporting humidity and temperature changes, representing a genuine regional rain event rather than an isolated sensor fault.",
GE_RAIN_0312,GENUINE_EVENT,REGIONAL_RAIN_EVENT,Chandigarh / Surajpur; Ludhiana; Patiala,2024-12-14,2024-12-14,rainfall,high,3,0,0,"Multiple nearby stations show a coherent rainfall increase with supporting humidity and temperature changes, representing a genuine regional rain event rather than an isolated sensor fault.",
GE_RAIN_0313,GENUINE_EVENT,REGIONAL_RAIN_EVENT,Thrissur; Cochin Int. Airport / Kaladi; Palakkad,2021-02-03,2021-02-03,rainfall,high,3,0,0,"Multiple nearby stations show a coherent rainfall increase with supporting humidity and temperature changes, representing a genuine regional rain event rather than an isolated sensor fault.",
GE_RAIN_0314,GENUINE_EVENT,REGIONAL_RAIN_EVENT,Ludhiana; Patiala; Ambala,2022-01-31,2022-01-31,rainfall,high,3,0,0,"Multiple nearby stations show a coherent rainfall increase with supporting humidity and temperature changes, representing a genuine regional rain event rather than an isolated sensor fault.",
GE_RAIN_0315,GENUINE_EVENT,REGIONAL_RAIN_EVENT,Ludhiana; Ambala; Patiala,2024-05-11,2024-05-11,rainfall,high,3,0,0,"Multiple nearby stations show a coherent rainfall increase with supporting humidity and temperature changes, representing a genuine regional rain event rather than an isolated sensor fault.",
GE_RAIN_0316,GENUINE_EVENT,REGIONAL_RAIN_EVENT,Palakkad; Thrissur; Coimbatore / Peelamedu,2025-01-31,2025-01-31,rainfall,high,3,0,0,"Multiple nearby stations show a coherent rainfall increase with supporting humidity and temperature changes, representing a genuine regional rain event rather than an isolated sensor fault.",
GE_RAIN_0317,GENUINE_EVENT,REGIONAL_RAIN_EVENT,Una; Sundernagar / Sundarnagar; Mandi,2022-04-20,2022-04-20,rainfall,high,3,0,0,"Multiple nearby stations show a coherent rainfall increase with supporting humidity and temperature changes, representing a genuine regional rain event rather than an isolated sensor fault.",
GE_RAIN_0318,GENUINE_EVENT,REGIONAL_RAIN_EVENT,Palakkad; Thrissur; Coimbatore / Peelamedu,2022-09-02,2022-09-02,rainfall,high,3,0,0,"Multiple nearby stations show a coherent rainfall increase with supporting humidity and temperature changes, representing a genuine regional rain event rather than an isolated sensor fault.",
GE_RAIN_0319,GENUINE_EVENT,REGIONAL_RAIN_EVENT,Ludhiana; Chandigarh / Surajpur; Ambala,2021-08-15,2021-08-15,rainfall,high,3,0,0,"Multiple nearby stations show a coherent rainfall increase with supporting humidity and temperature changes, representing a genuine regional rain event rather than an isolated sensor fault.",
GE_RAIN_0320,GENUINE_EVENT,REGIONAL_RAIN_EVENT,Patiala; Ludhiana; Ambala,2021-12-02,2021-12-02,rainfall,high,3,0,0,"Multiple nearby stations show a coherent rainfall increase with supporting humidity and temperature changes, representing a genuine regional rain event rather than an isolated sensor fault.",
GE_RAIN_0321,GENUINE_EVENT,REGIONAL_RAIN_EVENT,Una; Mandi; Shimla / Kanda,2021-01-05,2021-01-05,rainfall,high,3,0,0,"Multiple nearby stations show a coherent rainfall increase with supporting humidity and temperature changes, representing a genuine regional rain event rather than an isolated sensor fault.",
GE_RAIN_0322,GENUINE_EVENT,REGIONAL_RAIN_EVENT,Ludhiana; Patiala; Ambala,2024-09-05,2024-09-05,rainfall,high,3,0,0,"Multiple nearby stations show a coherent rainfall increase with supporting humidity and temperature changes, representing a genuine regional rain event rather than an isolated sensor fault.",
GE_RAIN_0323,GENUINE_EVENT,REGIONAL_RAIN_EVENT,Thrissur; Cochin Int. Airport / Kaladi; Coimbatore / Peelamedu,2024-01-16,2024-01-16,rainfall,high,3,0,0,"Multiple nearby stations show a coherent rainfall increase with supporting humidity and temperature changes, representing a genuine regional rain event rather than an isolated sensor fault.",
GE_RAIN_0324,GENUINE_EVENT,REGIONAL_RAIN_EVENT,Patiala; Chandigarh / Surajpur; Ambala,2021-04-12,2021-04-12,rainfall,high,3,0,0,"Multiple nearby stations show a coherent rainfall increase with supporting humidity and temperature changes, representing a genuine regional rain event rather than an isolated sensor fault.",
GE_RAIN_0325,GENUINE_EVENT,REGIONAL_RAIN_EVENT,Sundernagar / Sundarnagar; Shimla / Kanda; Mandi,2022-01-15,2022-01-15,rainfall,high,3,0,0,"Multiple nearby stations show a coherent rainfall increase with supporting humidity and temperature changes, representing a genuine regional rain event rather than an isolated sensor fault.",
GE_RAIN_0326,GENUINE_EVENT,REGIONAL_RAIN_EVENT,Patiala; Ambala; Ludhiana,2023-02-08,2023-02-08,rainfall,high,3,0,0,"Multiple nearby stations show a coherent rainfall increase with supporting humidity and temperature changes, representing a genuine regional rain event rather than an isolated sensor fault.",
GE_RAIN_0327,GENUINE_EVENT,REGIONAL_RAIN_EVENT,Shimla / Kanda; Sundernagar / Sundarnagar; Una,2023-05-03,2023-05-03,rainfall,high,3,0,0,"Multiple nearby stations show a coherent rainfall increase with supporting humidity and temperature changes, representing a genuine regional rain event rather than an isolated sensor fault.",
GE_RAIN_0328,GENUINE_EVENT,REGIONAL_RAIN_EVENT,Una; Shimla / Kanda; Mandi,2024-10-22,2024-10-22,rainfall,high,3,0,0,"Multiple nearby stations show a coherent rainfall increase with supporting humidity and temperature changes, representing a genuine regional rain event rather than an isolated sensor fault.",
GE_RAIN_0329,GENUINE_EVENT,REGIONAL_RAIN_EVENT,Ambala; Chandigarh / Surajpur; Patiala,2023-04-09,2023-04-09,rainfall,high,3,0,0,"Multiple nearby stations show a coherent rainfall increase with supporting humidity and temperature changes, representing a genuine regional rain event rather than an isolated sensor fault.",
GE_RAIN_0330,GENUINE_EVENT,REGIONAL_RAIN_EVENT,Sundernagar / Sundarnagar; Una; Mandi,2024-10-25,2024-10-25,rainfall,high,3,0,0,"Multiple nearby stations show a coherent rainfall increase with supporting humidity and temperature changes, representing a genuine regional rain event rather than an isolated sensor fault.",
